method,stage,metric,direction,mean,ci95_low,ci95_high,between_train_seed_sd,between_eval_seed_sd,train_seed_count,eval_seed_count,episodes_per_cell
horizon2,multi_hard,strict_response_sla_success_rate,higher,0.12082100058227531,0.08626758852858514,0.15137644351888246,0.0,0.0279074270624212,0,3,5
horizon2,multi_hard,active_steam_mean,lower,3.432562500000001,3.326395833333334,3.5536078125,0.0,0.09278259198254844,0,3,5
horizon2,multi_hard,action_delta_mean,lower,0.027424806108192874,0.026221154159492926,0.028669007202284033,0.0,0.0008803646810138177,0,3,5
horizon2,multi_extreme,coverage_rate,higher,0.8162744563968146,0.7815006892748828,0.8494982990827817,0.0,0.02632549716874861,0,3,5
horizon2,multi_extreme,cover_latency_seconds,lower,21.375560647628006,19.18708323169434,24.06261465449223,0.0,1.6759345220512802,0,3,5
horizon2,multi_extreme,cover_latency_p90_seconds,lower,39.92433349609375,34.49232524108886,45.31969195556642,0.0,3.68715467631836,0,3,5
horizon2,multi_extreme,strict_response_sla_success_rate,higher,0.1284514645189469,0.08765209792987881,0.1608497103563844,0.0,0.024911647821288123,0,3,5
horizon2,multi_extreme,active_steam_mean,lower,3.545125,3.3809578125,3.7046458333333327,0.0,0.11451939314478583,0,3,5
horizon2,multi_extreme,action_delta_mean,lower,0.02773938021683052,0.02591829668677525,0.029559406329860087,0.0,0.0008295261298481097,0,3,5
horizon3,multi_low,coverage_rate,higher,0.9165125456752143,0.903032729617334,0.9353614560685026,0.0,0.009211032162841097,0,3,5
horizon3,multi_low,cover_latency_seconds,lower,13.523361656011195,12.094455883436487,15.426902064386228,0.0,1.4406794482213143,0,3,5
horizon3,multi_low,cover_latency_p90_seconds,lower,24.78533335367839,22.05,27.595674944559732,0.0,1.9046975583108454,0,3,5
horizon3,multi_low,strict_response_sla_success_rate,higher,0.15514192741291694,0.11712081816234737,0.18594487428904594,0.0,0.016923920129706383,0,3,5
horizon3,multi_low,active_steam_mean,lower,2.3441041666666664,2.2817078125,2.4114375,0.0,0.04778411466777764,0,3,5
horizon3,multi_low,action_delta_mean,lower,0.025288772447904746,0.02340894045424857,0.02685140620719686,0.0,0.0013010166230096518,0,3,5
horizon3,multi_realistic,coverage_rate,higher,0.9271055428506945,0.9045019157088122,0.9544869961332697,0.0,0.024925985184577434,0,3,5
horizon3,multi_realistic,cover_latency_seconds,lower,15.614567726441292,14.288048407850134,17.49129703884876,0.0,1.0903296573552663,0,3,5
horizon3,multi_realistic,cover_latency_p90_seconds,lower,28.974999999999998,26.02699971516927,32.74705022684733,0.0,2.228055237816446,0,3,5
horizon3,multi_realistic,strict_response_sla_success_rate,higher,0.15343245939754138,0.11135206430322986,0.19512618690654673,0.0,0.03382420277392151,0,3,5
horizon3,multi_realistic,active_steam_mean,lower,2.7828541666666666,2.700622395833333,2.8513994791666666,0.0,0.029290459019676408,0,3,5
horizon3,multi_realistic,action_delta_mean,lower,0.027657784563446246,0.026820391986219046,0.028458811117815532,0.0,8.007884568654064e-05,0,3,5
horizon3,multi_hard,coverage_rate,higher,0.8604652095312838,0.820965719207555,0.8904307514404244,0.0,0.022329131657721064,0,3,5
horizon3,multi_hard,cover_latency_seconds,lower,21.647139302868204,19.590323707134964,23.86447941667517,0.0,0.7546710621728848,0,3,5
horizon3,multi_hard,cover_latency_p90_seconds,lower,40.03466654459635,35.762991541544594,44.64744190470377,0.0,2.1019591847578862,0,3,5
horizon3,multi_hard,strict_response_sla_success_rate,higher,0.11905169588502967,0.07924402304975302,0.16391862909523724,0.0,0.03477617898179353,0,3,5
horizon3,multi_hard,active_steam_mean,lower,3.5302291666666665,3.3743125,3.693126041666666,0.0,0.08986485802767001,0,3,5
horizon3,multi_hard,action_delta_mean,lower,0.030144032247710766,0.028370929875437847,0.032350316076849475,0.0,0.0014287760297081189,0,3,5
horizon3,multi_extreme,coverage_rate,higher,0.8408144791142009,0.761589951568899,0.9083152044049658,0.0,0.05999653055684205,0,3,5
horizon3,multi_extreme,cover_latency_seconds,lower,22.603752185387712,19.042723969155848,26.542110580190997,0.0,2.278876174769101,0,3,5
horizon3,multi_extreme,cover_latency_p90_seconds,lower,42.62400039672852,33.46662500254314,56.214334309895825,0.0,9.072948053247247,0,3,5
horizon3,multi_extreme,strict_response_sla_success_rate,higher,0.08544132971885733,0.043255885926938555,0.1389398100824497,0.0,0.04108308805135154,0,3,5
horizon3,multi_extreme,active_steam_mean,lower,3.567708333333333,3.4303697916666662,3.7015640624999993,0.0,0.0845760644454645,0,3,5
horizon3,multi_extreme,action_delta_mean,lower,0.027671754398412733,0.02430582994345264,0.03086481204215246,0.0,0.002810284144043454,0,3,5
nearest,multi_low,coverage_rate,higher,0.9215523098518091,0.9061781360903648,0.9384992278763135,0.0,0.010780263676098628,0,3,5
nearest,multi_low,cover_latency_seconds,lower,13.014127018745409,12.078666865675833,13.86231275158005,0.0,0.5829952211153949,0,3,5
nearest,multi_low,cover_latency_p90_seconds,lower,29.513666585286455,26.706000058492027,32.468416765848794,0.0,0.871983983268997,0,3,5
nearest,multi_low,strict_response_sla_success_rate,higher,0.2118874196808012,0.18669869821270682,0.24047619047619043,0.0,0.016070954001819262,0,3,5
nearest,multi_low,active_steam_mean,lower,2.3306249999999995,2.271914583333333,2.3858958333333335,0.0,0.014854371200088272,0,3,5
nearest,multi_low,action_delta_mean,lower,0.02879772797712852,0.026977539189681682,0.030554654558519006,0.0,0.0017364018334726171,0,3,5
nearest,multi_realistic,coverage_rate,higher,0.8870245985115285,0.8689165601403089,0.9086419629699803,0.0,0.015652577763454564,0,3,5
nearest,multi_realistic,cover_latency_seconds,lower,16.46641216180662,15.203153574054722,18.25344210898015,0.0,1.0649170141583173,0,3,5
nearest,multi_realistic,cover_latency_p90_seconds,lower,35.00233317057292,31.524599675496415,39.171674199422206,0.0,1.4709850726586042,0,3,5
nearest,multi_realistic,strict_response_sla_success_rate,higher,0.1238157135885167,0.07525028161802357,0.1729936257069877,0.0,0.04529345307119671,0,3,5
nearest,multi_realistic,active_steam_mean,lower,2.8715625000000005,2.826499479166667,2.9215421875000005,0.0,0.02216072327903598,0,3,5
nearest,multi_realistic,action_delta_mean,lower,0.030543362599970075,0.029105120515568655,0.0320447661494908,0.0,0.000997241543924849,0,3,5
nearest,multi_hard,coverage_rate,higher,0.8595023678153725,0.8310079226121203,0.8901509226776189,0.0,0.026430569259358015,0,3,5
nearest,multi_hard,cover_latency_seconds,lower,20.52895651969016,16.415597607545433,25.015190612347645,0.0,4.473002406386804,0,3,5
nearest,multi_hard,cover_latency_p90_seconds,lower,43.06666687011719,35.83866739908855,50.81434182739257,0.0,6.811125430986973,0,3,5
nearest,multi_hard,strict_response_sla_success_rate,higher,0.11166801484265329,0.07661332914397431,0.14512786796073782,0.0,0.026236821916305848,0,3,5
nearest,multi_hard,active_steam_mean,lower,3.4798749999999994,3.319979166666667,3.6615640625000005,0.0,0.13998935506405494,0,3,5
nearest,multi_hard,action_delta_mean,lower,0.03223935540233523,0.030218622499892992,0.033804053650499336,0.0,0.0011291993695927436,0,3,5
nearest,multi_extreme,coverage_rate,higher,0.7891769891141088,0.719455473284885,0.8495507388205662,0.0,0.04974635584555556,0,3,5
nearest,multi_extreme,cover_latency_seconds,lower,21.4398481542612,18.99418262876415,24.068765951178456,0.0,1.4506292177686926,0,3,5
nearest,multi_extreme,cover_latency_p90_seconds,lower,40.71766662597656,34.0995084177653,48.014683400472,0.0,4.779541546714427,0,3,5
nearest,multi_extreme,strict_response_sla_success_rate,higher,0.0991092366427052,0.055630752471928946,0.1442538113227768,0.0,0.023523482556323284,0,3,5
nearest,multi_extreme,active_steam_mean,lower,3.723541666666667,3.494144270833334,3.9978802083333336,0.0,0.13026796801049467,0,3,5
nearest,multi_extreme,action_delta_mean,lower,0.02904427057561135,0.026432579192546875,0.03173828799609982,0.0,0.0019495942280059431,0,3,5
oldest,multi_low,coverage_rate,higher,0.9140517502725511,0.9020049628087378,0.9261886116795393,0.0,0.00370373436570662,0,3,5
oldest,multi_low,cover_latency_seconds,lower,13.430629494623052,12.15785764298464,14.811399063899062,0.0,1.0993618226143071,0,3,5
oldest,multi_low,cover_latency_p90_seconds,lower,24.375333455403645,22.189649881998704,27.03434133911133,0.0,2.3721386894006296,0,3,5
oldest,multi_low,strict_response_sla_success_rate,higher,0.171592389040943,0.13184747389955723,0.21490467949753722,0.0,0.012445278372893293,0,3,5
oldest,multi_low,active_steam_mean,lower,2.347645833333333,2.2816875,2.4124604166666663,0.0,0.04338064324480833,0,3,5
oldest,multi_low,action_delta_mean,lower,0.01639303376003865,0.015814275832583585,0.016975438152094617,0.0,0.0005038187614220819,0,3,5
oldest,multi_realistic,coverage_rate,higher,0.8899816279931222,0.8682871296434513,0.9192868164402647,0.0,0.01373375710271523,0,3,5
oldest,multi_realistic,cover_latency_seconds,lower,18.63004145862032,16.33729657687991,21.606905452458758,0.0,2.557972557984558,0,3,5
oldest,multi_realistic,cover_latency_p90_seconds,lower,32.35166656494141,28.689975001017253,36.87368324788412,0.0,3.2013435303720175,0,3,5
oldest,multi_realistic,strict_response_sla_success_rate,higher,0.10578840954703024,0.0676300318455491,0.138562415617588,0.0,0.0286638711052568,0,3,5
oldest,multi_realistic,active_steam_mean,lower,2.8931250000000004,2.820603125,2.9595000000000007,0.0,0.06311485066923624,0,3,5
oldest,multi_realistic,action_delta_mean,lower,0.016518756343284653,0.016042432005986096,0.01700692453497241,0.0,0.00010243378319132482,0,3,5
oldest,multi_hard,coverage_rate,higher,0.882762427925059,0.857594450637929,0.9052873336341076,0.0,0.018750106756825913,0,3,5
oldest,multi_hard,cover_latency_seconds,lower,18.49617365898409,17.052075549860746,20.368690138424377,0.0,1.5548777628603025,0,3,5
oldest,multi_hard,cover_latency_p90_seconds,lower,33.99000020345052,32.192625157674144,35.929691736857094,0.0,0.5895646018885816,0,3,5
oldest,multi_hard,strict_response_sla_success_rate,higher,0.1181158460744166,0.08042409765808722,0.16345654872220328,0.0,0.026819061141408997,0,3,5
oldest,multi_hard,active_steam_mean,lower,3.4072291666666663,3.291247916666667,3.5291666666666655,0.0,0.09933342946024415,0,3,5
oldest,multi_hard,action_delta_mean,lower,0.01653617301327346,0.01602515582570677,0.017218694456721532,0.0,0.0005616022054613495,0,3,5
oldest,multi_extreme,coverage_rate,higher,0.8067548279793012,0.7409295632307231,0.8565201862619393,0.0,0.031804983832332955,0,3,5
oldest,multi_extreme,cover_latency_seconds,lower,25.41217571366256,23.015821323096986,27.904548175995547,0.0,0.44928842875631186,0,3,5
oldest,multi_extreme,cover_latency_p90_seconds,lower,43.54466654459635,37.79560023498535,50.30213323465981,0.0,4.969981034334918,0,3,5
oldest,multi_extreme,strict_response_sla_success_rate,higher,0.0722726068284539,0.042970414792603696,0.10246319781958825,0.0,0.016493057328914235,0,3,5
oldest,multi_extreme,active_steam_mean,lower,3.9543125000000003,3.700415104166667,4.417966145833332,0.0,0.2702112960837318,0,3,5
oldest,multi_extreme,action_delta_mean,lower,0.016959894391833083,0.016538566367968924,0.017369350558471552,0.0,6.632289388990458e-05,0,3,5
distance_age,multi_low,coverage_rate,higher,0.9207599714875773,0.9035495748843912,0.9400656814449917,0.0,0.015646359786106626,0,3,5
distance_age,multi_low,cover_latency_seconds,lower,12.951513066064024,12.1815107688193,13.842708057830302,0.0,0.27062168497910116,0,3,5
distance_age,multi_low,cover_latency_p90_seconds,lower,24.367000020345053,22.446991785685228,26.73741660563151,0.0,0.6131075854333664,0,3,5
distance_age,multi_low,strict_response_sla_success_rate,higher,0.16530571335648872,0.1345378785808839,0.19455185824884175,0.0,0.0012951082640325457,0,3,5
distance_age,multi_low,active_steam_mean,lower,2.3080208333333334,2.2438947916666665,2.3713755208333334,0.0,0.027948357323523087,0,3,5
distance_age,multi_low,action_delta_mean,lower,0.020830450055009372,0.01976048274370844,0.02213717515015591,0.0,0.0010684802352875812,0,3,5
distance_age,multi_realistic,coverage_rate,higher,0.8956647077225497,0.8841114262082004,0.9090471646241947,0.0,0.008020698532421214,0,3,5
distance_age,multi_realistic,cover_latency_seconds,lower,16.35504833605523,15.459240258445975,17.23669918613928,0.0,0.05936722492785507,0,3,5
distance_age,multi_realistic,cover_latency_p90_seconds,lower,30.165666503906255,27.952333371480307,33.266341641743985,0.0,2.1855125019452246,0,3,5
distance_age,multi_realistic,strict_response_sla_success_rate,higher,0.14192042621408582,0.1202188576779789,0.16438365039977942,0.0,0.00765068511176839,0,3,5
distance_age,multi_realistic,active_steam_mean,lower,2.8364583333333333,2.788041666666667,2.8813541666666667,0.0,0.027164166232066408,0,3,5
distance_age,multi_realistic,action_delta_mean,lower,0.022571680420199934,0.021783141201535766,0.023463525483954053,0.0,0.0004036945692944724,0,3,5
distance_age,multi_hard,coverage_rate,higher,0.851308205135302,0.7964103041017468,0.8879680828927711,0.0,0.019854755391324197,0,3,5
distance_age,multi_hard,cover_latency_seconds,lower,18.971093643441453,15.628717497138208,22.480183998141094,0.0,2.8788462789885756,0,3,5
distance_age,multi_hard,cover_latency_p90_seconds,lower,35.80233327229818,30.435333048502603,41.300007924397796,0.0,2.6726121865240327,0,3,5
distance_age,multi_hard,strict_response_sla_success_rate,higher,0.1309388238167641,0.08635020501445183,0.1840343003101619,0.0,0.045345990770651386,0,3,5
distance_age,multi_hard,active_steam_mean,lower,3.5636666666666668,3.372708333333333,3.8923786458333334,0.0,0.21421568728056123,0,3,5
distance_age,multi_hard,action_delta_mean,lower,0.023810362291851014,0.02168238901197405,0.02569628174004445,0.0,0.001542285982684162,0,3,5
distance_age,multi_extreme,coverage_rate,higher,0.8010779496699801,0.6871913033203356,0.8638568196509372,0.0,0.06515869985927007,0,3,5
distance_age,multi_extreme,cover_latency_seconds,lower,21.30529750052685,17.919473083426233,25.62113804713804,0.0,3.9972483067166795,0,3,5
distance_age,multi_extreme,cover_latency_p90_seconds,lower,40.404333394368486,32.794625172932946,49.506333414713545,0.0,8.561509999737561,0,3,5
distance_age,multi_extreme,strict_response_sla_success_rate,higher,0.09846910711047331,0.054696184587076424,0.1485998818385915,0.0,0.036792332885363176,0,3,5
distance_age,multi_extreme,active_steam_mean,lower,3.857895833333333,3.6259145833333335,4.125523958333333,0.0,0.19579914706040805,0,3,5
distance_age,multi_extreme,action_delta_mean,lower,0.026281481410708584,0.023332290583457167,0.029353088535392542,0.0,0.002555082899862031,0,3,5
risk_aware,multi_low,coverage_rate,higher,0.9235484220972726,0.9022929831981554,0.953020130146567,0.0,0.0234006587880926,0,3,5
risk_aware,multi_low,cover_latency_seconds,lower,13.48906872757936,12.395267423248848,14.622372116949407,0.0,0.606801239056361,0,3,5
risk_aware,multi_low,cover_latency_p90_seconds,lower,24.090666402180993,22.023333330790205,26.2746828994751,0.0,0.9849985611493655,0,3,5
risk_aware,multi_low,strict_response_sla_success_rate,higher,0.19360050007463797,0.14766976797946624,0.24851012931034466,0.0,0.030528559744923318,0,3,5
risk_aware,multi_low,active_steam_mean,lower,2.326520833333333,2.2461041666666666,2.4005,0.0,0.05226668144796762,0,3,5
risk_aware,multi_low,action_delta_mean,lower,0.02308406060998959,0.021584660284543346,0.02473962339131948,0.0,0.0009307799467395709,0,3,5
risk_aware,multi_realistic,coverage_rate,higher,0.9005329618007974,0.8853970006167633,0.9183712916765573,0.0,0.01038698678043147,0,3,5
risk_aware,multi_realistic,cover_latency_seconds,lower,16.178214505317893,14.990523753043485,17.33414043202369,0.0,0.7092924383315068,0,3,5
risk_aware,multi_realistic,cover_latency_p90_seconds,lower,31.087333170572922,27.392291295369464,36.106391743977866,0.0,4.048025589405961,0,3,5
risk_aware,multi_realistic,strict_response_sla_success_rate,higher,0.13829682994288547,0.11922941367769388,0.15702748506676387,0.0,0.006758108378684917,0,3,5
risk_aware,multi_realistic,active_steam_mean,lower,2.8335625,2.7726651041666663,2.8886249999999998,0.0,0.03987044448899437,0,3,5
risk_aware,multi_realistic,action_delta_mean,lower,0.022902766787421012,0.021064144256822463,0.02455454660331258,0.0,0.0013281835483121905,0,3,5
risk_aware,multi_hard,coverage_rate,higher,0.8355188249082112,0.7776221599751013,0.8755542419360355,0.0,0.04709526876006058,0,3,5
risk_aware,multi_hard,cover_latency_seconds,lower,18.291783629623662,15.20066086205988,21.700443697014617,0.0,3.0034826199824334,0,3,5
risk_aware,multi_hard,cover_latency_p90_seconds,lower,35.428666890462246,29.207999979654947,42.19033325195313,0.0,5.9863078752155605,0,3,5
risk_aware,multi_hard,strict_response_sla_success_rate,higher,0.13066628786257942,0.08194348592899317,0.19438448672762396,0.0,0.05657653476487642,0,3,5
risk_aware,multi_hard,active_steam_mean,lower,3.5012708333333338,3.2313536458333334,3.8284609375000005,0.0,0.3058070542467641,0,3,5
risk_aware,multi_hard,action_delta_mean,lower,0.026096634604703416,0.02400455771261942,0.02923846894371649,0.0,0.0016920140777880656,0,3,5
risk_aware,multi_extreme,coverage_rate,higher,0.8631591152582762,0.8328620306085982,0.8923684389035266,0.0,0.016181393331939055,0,3,5
risk_aware,multi_extreme,cover_latency_seconds,lower,26.939859648179134,23.577042464685086,31.80684524304287,0.0,2.8415629147593435,0,3,5
risk_aware,multi_extreme,cover_latency_p90_seconds,lower,53.14833292643229,44.072324839274096,63.67367469278971,0.0,7.2261987182001235,0,3,5
risk_aware,multi_extreme,strict_response_sla_success_rate,higher,0.1170593282187485,0.07520436769349813,0.15995380237046902,0.0,0.018487294190631335,0,3,5
risk_aware,multi_extreme,active_steam_mean,lower,3.7449791666666665,3.501517708333333,4.020354166666666,0.0,0.16598887308968482,0,3,5
risk_aware,multi_extreme,action_delta_mean,lower,0.026660856016813502,0.0252612529797335,0.028407930288449196,0.0,0.0011387228421698005,0,3,5
dynamic_weighted,multi_low,coverage_rate,higher,0.9266755354763924,0.9114688243951717,0.9417208970323812,0.0,0.002532884094454348,0,3,5
dynamic_weighted,multi_low,cover_latency_seconds,lower,13.706121614290554,12.622656077846711,14.868128639657444,0.0,0.4202411867676956,0,3,5
dynamic_weighted,multi_low,cover_latency_p90_seconds,lower,25.396333312988283,23.131324780782066,27.667674753824873,0.0,0.23745579212678328,0,3,5
dynamic_weighted,multi_low,strict_response_sla_success_rate,higher,0.17313915563569413,0.12651824035534684,0.2125727915602507,0.0,0.020021523705957545,0,3,5
dynamic_weighted,multi_low,active_steam_mean,lower,2.3425624999999997,2.2539578124999995,2.4166265625000003,0.0,0.037299516166433073,0,3,5
dynamic_weighted,multi_low,action_delta_mean,lower,0.022966047916962315,0.021658889799838283,0.02429794878860084,0.0,0.0005950888379302675,0,3,5
dynamic_weighted,multi_realistic,coverage_rate,higher,0.8859235011943134,0.865366507379434,0.9114009820459926,0.0,0.02327412125994808,0,3,5
dynamic_weighted,multi_realistic,cover_latency_seconds,lower,16.488957938003516,15.05004453703704,17.881917090838375,0.0,0.3404189758341738,0,3,5
dynamic_weighted,multi_realistic,cover_latency_p90_seconds,lower,30.761000162760418,27.76864178975423,34.230808573404936,0.0,1.5211185121732642,0,3,5
dynamic_weighted,multi_realistic,strict_response_sla_success_rate,higher,0.1324899937613742,0.09960085523034694,0.167158488874794,0.0,0.0027711764938508844,0,3,5
dynamic_weighted,multi_realistic,active_steam_mean,lower,2.814104166666667,2.747854166666666,2.873252604166666,0.0,0.014662389883076136,0,3,5
dynamic_weighted,multi_realistic,action_delta_mean,lower,0.02330992375233234,0.022113938669089565,0.024620067844428346,0.0,0.0009814244505192127,0,3,5
dynamic_weighted,multi_hard,coverage_rate,higher,0.8654779808333363,0.839788488314053,0.896181880718627,0.0,0.005071605242496511,0,3,5
dynamic_weighted,multi_hard,cover_latency_seconds,lower,21.623598894167635,19.41883097223905,24.184516041618735,0.0,2.3105722155009762,0,3,5
dynamic_weighted,multi_hard,cover_latency_p90_seconds,lower,42.36566711425781,35.632250254313156,51.35142548624675,0.0,7.887991481562331,0,3,5
dynamic_weighted,multi_hard,strict_response_sla_success_rate,higher,0.11786994484809502,0.08265104418948258,0.1583565668202765,0.0,0.030169596262740014,0,3,5
dynamic_weighted,multi_hard,active_steam_mean,lower,3.4885208333333333,3.3912286458333325,3.620920312499999,0.0,0.10987395714332579,0,3,5
dynamic_weighted,multi_hard,action_delta_mean,lower,0.02594189636702422,0.024168319253056667,0.02789622514215854,0.0,0.0012651322175371113,0,3,5
dynamic_weighted,multi_extreme,coverage_rate,higher,0.7991364056237692,0.7486784912618247,0.8469283634876612,0.0,0.044978156213227975,0,3,5
dynamic_weighted,multi_extreme,cover_latency_seconds,lower,25.62070375600608,21.914280902472793,29.554535134134486,0.0,0.8940754798872608,0,3,5
dynamic_weighted,multi_extreme,cover_latency_p90_seconds,lower,50.170000101725265,41.064874511718756,59.87433369954427,0.0,0.5857545734249252,0,3,5
dynamic_weighted,multi_extreme,strict_response_sla_success_rate,higher,0.06391765741736866,0.03959669752554003,0.0890601386027918,0.0,0.009863436046276876,0,3,5
dynamic_weighted,multi_extreme,active_steam_mean,lower,3.997749999999999,3.8161453124999998,4.176877083333332,0.0,0.043540973878060864,0,3,5
dynamic_weighted,multi_extreme,action_delta_mean,lower,0.027167251139175782,0.025338236165436893,0.028729125302228323,0.0,0.0011305076806209515,0,3,5
aco_tsp,multi_low,coverage_rate,higher,0.9246069418469307,0.9076147770433434,0.9416412399359076,0.0,0.005588866523165471,0,3,5
aco_tsp,multi_low,cover_latency_seconds,lower,13.441939205163397,12.64207613167165,14.269338546237153,0.0,0.23669291406711973,0,3,5
aco_tsp,multi_low,cover_latency_p90_seconds,lower,25.303000081380212,23.37596663665772,27.475008532206218,0.0,1.3108327432025482,0,3,5
aco_tsp,multi_low,strict_response_sla_success_rate,higher,0.1674440074509596,0.15087027235525569,0.18578393439461294,0.0,0.005080246415041305,0,3,5
aco_tsp,multi_low,active_steam_mean,lower,2.3496250000000005,2.285374479166667,2.4091265625000005,0.0,0.03314669101132108,0,3,5
aco_tsp,multi_low,action_delta_mean,lower,0.017834652065530712,0.017330095435842637,0.018356860304302603,0.0,0.00020582916746501563,0,3,5
aco_tsp,multi_realistic,coverage_rate,higher,0.8934849717145181,0.880723138872192,0.9065844838610734,0.0,0.004234331534546463,0,3,5
aco_tsp,multi_realistic,cover_latency_seconds,lower,16.864205236973174,15.459356541952916,18.086201563460694,0.0,0.8508949947703962,0,3,5
aco_tsp,multi_realistic,cover_latency_p90_seconds,lower,30.699333292643235,27.4955916112264,34.04037481689453,0.0,2.6128559836384855,0,3,5
aco_tsp,multi_realistic,strict_response_sla_success_rate,higher,0.10981166160817865,0.08057445341429388,0.14002424832290716,0.0,0.012632974626747236,0,3,5
aco_tsp,multi_realistic,active_steam_mean,lower,2.845375,2.793853125,2.8927916666666667,0.0,0.035045116011364785,0,3,5
aco_tsp,multi_realistic,action_delta_mean,lower,0.018341645446952257,0.017803653245970885,0.01874162519232746,0.0,0.00010717561323377085,0,3,5
aco_tsp,multi_hard,coverage_rate,higher,0.8638557585203618,0.8217018926926312,0.8955170470320395,0.0,0.03282994042215319,0,3,5
aco_tsp,multi_hard,cover_latency_seconds,lower,21.810972056302035,19.51822216868118,24.3551328555712,0.0,1.399283401859578,0,3,5
aco_tsp,multi_hard,cover_latency_p90_seconds,lower,41.80799967447918,35.428916305541996,50.10941621398926,0.0,6.138371867679028,0,3,5
aco_tsp,multi_hard,strict_response_sla_success_rate,higher,0.09782974793276095,0.06310083053711238,0.13549187810088809,0.0,0.02744115831676672,0,3,5
aco_tsp,multi_hard,active_steam_mean,lower,3.5983541666666663,3.4619359375,3.796709374999999,0.0,0.05228005764231076,0,3,5
aco_tsp,multi_hard,action_delta_mean,lower,0.018659766532072467,0.01768476021680919,0.019495460586009854,0.0,0.0007337075322435123,0,3,5
aco_tsp,multi_extreme,coverage_rate,higher,0.7541447394033207,0.656562560469025,0.8196776683461466,0.0,0.06090570128193703,0,3,5
aco_tsp,multi_extreme,cover_latency_seconds,lower,24.45345799138369,19.80822128851541,28.641268518518523,0.0,3.598165893495456,0,3,5
aco_tsp,multi_extreme,cover_latency_p90_seconds,lower,44.26999979654949,33.562333368937175,58.14750805155431,0.0,12.540389686606364,0,3,5
aco_tsp,multi_extreme,strict_response_sla_success_rate,higher,0.06466694440683761,0.04320987654320987,0.08523401925432814,0.0,0.014327043317624213,0,3,5
aco_tsp,multi_extreme,active_steam_mean,lower,3.937854166666667,3.717915625,4.190340624999999,0.0,0.16061279541830775,0,3,5
aco_tsp,multi_extreme,action_delta_mean,lower,0.01886799787973952,0.017877752975294953,0.020248262887561132,0.0,0.0012855690815617086,0,3,5
planner_ensemble,multi_low,coverage_rate,higher,0.935010866209142,0.91733369823025,0.9550017746913582,0.0,0.011646949223944937,0,3,5
planner_ensemble,multi_low,cover_latency_seconds,lower,13.069663809725728,12.056764267866068,14.09945919835717,0.0,0.7208731847493258,0,3,5
planner_ensemble,multi_low,cover_latency_p90_seconds,lower,24.583333028157554,22.61532471466065,26.203357732137043,0.0,1.1328727633575573,0,3,5
planner_ensemble,multi_low,strict_response_sla_success_rate,higher,0.17263046468218884,0.13385593869731804,0.21489197530864196,0.0,0.016738042651176246,0,3,5
planner_ensemble,multi_low,active_steam_mean,lower,2.2990833333333334,2.2531036458333333,2.3461880208333334,0.0,0.01978224556473151,0,3,5
planner_ensemble,multi_low,action_delta_mean,lower,0.02098891604438947,0.01995034051720636,0.022065835418474317,0.0,0.00028960899140329654,0,3,5
planner_ensemble,multi_realistic,coverage_rate,higher,0.899126694487514,0.8817159523412897,0.918020115995116,0.0,0.014062674353860643,0,3,5
planner_ensemble,multi_realistic,cover_latency_seconds,lower,17.260747311358866,15.84939686056697,18.90583081385942,0.0,0.9894984672460461,0,3,5
planner_ensemble,multi_realistic,cover_latency_p90_seconds,lower,31.567333577473956,28.33799174499511,35.03135069274903,0.0,2.348214474051691,0,3,5
planner_ensemble,multi_realistic,strict_response_sla_success_rate,higher,0.13813238908628717,0.09122077920517761,0.18066572695286456,0.0,0.023598398996634587,0,3,5
planner_ensemble,multi_realistic,active_steam_mean,lower,2.900604166666667,2.845916666666667,2.9525,0.0,0.036471539274937986,0,3,5
planner_ensemble,multi_realistic,action_delta_mean,lower,0.021377683180076015,0.02034327070548397,0.022313392172230058,0.0,0.00022818938704885735,0,3,5
planner_ensemble,multi_hard,coverage_rate,higher,0.8696470063880476,0.8510791214051018,0.8874922164799615,0.0,0.0027340542750150447,0,3,5
planner_ensemble,multi_hard,cover_latency_seconds,lower,20.72826544828574,19.047513069874558,22.429960173125888,0.0,0.3843546907467149,0,3,5
planner_ensemble,multi_hard,cover_latency_p90_seconds,lower,38.88066691080731,36.06899091593424,41.61200924173991,0.0,1.081528332677168,0,3,5
planner_ensemble,multi_hard,strict_response_sla_success_rate,higher,0.1124652165253923,0.08120881247630742,0.1455506457519642,0.0,0.007296408377325768,0,3,5
planner_ensemble,multi_hard,active_steam_mean,lower,3.4467708333333333,3.351956770833333,3.551000520833333,0.0,0.05335411379015965,0,3,5
planner_ensemble,multi_hard,action_delta_mean,lower,0.02312925023528244,0.02194618377808852,0.024151653950781896,0.0,0.0008101675425402462,0,3,5
planner_ensemble,multi_extreme,coverage_rate,higher,0.814011120874306,0.6845220853765733,0.8905653992761521,0.0,0.09015675555898704,0,3,5
planner_ensemble,multi_extreme,cover_latency_seconds,lower,23.255165200138027,20.07262107272257,26.481202327467212,0.0,2.3859611359745956,0,3,5
planner_ensemble,multi_extreme,cover_latency_p90_seconds,lower,44.08633341471354,36.46194972229003,52.4780008951823,0.0,6.637515548889001,0,3,5
planner_ensemble,multi_extreme,strict_response_sla_success_rate,higher,0.10590998453685799,0.07688632625145014,0.13623345985737284,0.0,0.016072699534461842,0,3,5
planner_ensemble,multi_extreme,active_steam_mean,lower,3.906645833333333,3.6917697916666676,4.13198125,0.0,0.09441870538766849,0,3,5
