step,reward,cover_x,cover_y,selected_target_id,selected_target_x,selected_target_y,selected_target_risk_score,route_confidence,route_stagnation_score,coverage_rate,effective_coverage_rate,cover_latency_seconds,cover_latency_p90_seconds,response_sla_success_rate,strict_response_sla_success_rate,success_count,spawned_count,missed_count,steam_count,pending_steam_count,burst_lull_phase,active_steams
20,-0.4677813306579361,1.4260026216506958,-0.05465251952409744,0,1.641534686088562,0.09240525215864182,0.4954788295058613,0.14729092568795904,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:20.0;1:1.65751:-0.37849:15.0;2:1.86871:0.21352:10.0
21,-0.47254846650666343,1.427071213722229,-0.053954578936100006,0,1.641534686088562,0.09240525215864182,0.4974958194843215,0.14729110450189337,0.08076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:21.0;1:1.65751:-0.37849:16.0;2:1.86871:0.21352:11.0
22,-0.4773137364821752,1.428213357925415,-0.05318843945860863,0,1.641534686088562,0.09240525215864182,0.4995500027611215,0.14729164094369634,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:22.0;1:1.65751:-0.37849:17.0;2:1.86871:0.21352:12.0
23,-0.48208406017597616,1.4294284582138062,-0.05235249549150467,0,1.641534686088562,0.09240525215864182,0.5016415357984538,0.1472925797168515,0.08846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:23.0;1:1.65751:-0.37849:18.0;2:1.86871:0.21352:13.0
24,-0.48685546993090006,1.430715799331665,-0.05144535005092621,0,1.641534686088562,0.09240525215864182,0.5037705080032858,0.1472939431731008,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:24.0;1:1.65751:-0.37849:19.0;2:1.86871:0.21352:14.0
25,-0.49162058350049637,1.432075023651123,-0.05046577379107475,0,1.641534686088562,0.09240525215864182,0.5059370423101972,0.1472957648400568,0.09615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:25.0;1:1.65751:-0.37849:20.0;2:1.86871:0.21352:15.0
26,-0.4963997388881827,1.4335049390792847,-0.049412697553634644,0,1.641534686088562,0.09240525215864182,0.5081410046087371,0.14729808942120304,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:26.0;1:1.65751:-0.37849:21.0;2:1.86871:0.21352:16.0
27,-0.5011872167626126,1.4350049495697021,-0.048285212367773056,0,1.641534686088562,0.09240525215864182,0.5103824004868411,0.1473009448562167,0.10384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:27.0;1:1.65751:-0.37849:22.0;2:1.86871:0.21352:17.0
28,-0.5059910870545695,1.43657386302948,-0.04708255082368851,0,1.641534686088562,0.09240525215864182,0.5126610064270913,0.1473043534968398,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:28.0;1:1.65751:-0.37849:23.0;2:1.86871:0.21352:18.0
29,-0.5108067793289545,1.4382108449935913,-0.04580407217144966,0,1.641534686088562,0.09240525215864182,0.5149766827311016,0.14730830975513676,0.11153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:29.0;1:1.65751:-0.37849:24.0;2:1.86871:0.21352:19.0
30,-0.5156391691489534,1.4399147033691406,-0.04444926977157593,0,1.641534686088562,0.09240525215864182,0.5173291611779705,0.14731290303807487,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:30.0;1:1.65751:-0.37849:25.0;2:1.86871:0.21352:20.0
31,-0.5204896468157387,1.4416842460632324,-0.04301774501800537,0,1.641534686088562,0.09240525215864182,0.5197181232553771,0.14731809423010572,0.11923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:31.0;1:1.65751:-0.37849:26.0;2:1.86871:0.21352:21.0
32,-0.5253549310589968,1.4435185194015503,-0.04150921478867531,0,1.641534686088562,0.09240525215864182,0.5221433175062267,0.1473239224467776,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:32.0;1:1.65751:-0.37849:27.0;2:1.86871:0.21352:22.0
33,-0.5302425628497655,1.4454160928726196,-0.03992348536849022,0,1.641534686088562,0.09240525215864182,0.5246043024836188,0.1473303821001552,0.12692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:33.0;1:1.65751:-0.37849:28.0;2:1.86871:0.21352:23.0
34,-0.5351483496379252,1.4473758935928345,-0.03826047107577324,0,1.641534686088562,0.09240525215864182,0.5271007261476202,0.1473375234816574,0.13076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:34.0;1:1.65751:-0.37849:29.0;2:1.86871:0.21352:24.0
