step,reward,cover_x,cover_y,selected_target_id,selected_target_x,selected_target_y,selected_target_risk_score,route_confidence,route_stagnation_score,coverage_rate,effective_coverage_rate,cover_latency_seconds,cover_latency_p90_seconds,response_sla_success_rate,strict_response_sla_success_rate,success_count,spawned_count,missed_count,steam_count,pending_steam_count,burst_lull_phase,active_steams
10,-0.32965647758358396,1.4193130731582642,-0.058387648314237595,0,1.641534686088562,0.09240525215864182,0.47723226357474285,0.14730032459538206,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,charging,0:1.64153:0.09241:10.0;1:1.65751:-0.37849:5.0;2:1.86871:0.21352:0.0
11,-0.424134484554729,1.4196689128875732,-0.058234889060258865,0,1.641534686088562,0.09240525215864182,0.47891330687408773,0.14729907289784178,0.04230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:11.0;1:1.65751:-0.37849:6.0;2:1.86871:0.21352:1.0
12,-0.42912693897640297,1.420089602470398,-0.05804255232214928,0,1.641534686088562,0.09240525215864182,0.48062279276486136,0.1472977876726888,0.046153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:12.0;1:1.65751:-0.37849:7.0;2:1.86871:0.21352:2.0
13,-0.43405851256214106,1.4205776453018188,-0.05780661478638649,0,1.641534686088562,0.09240525215864182,0.4823623529242145,0.14729651362340673,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:13.0;1:1.65751:-0.37849:8.0;2:1.86871:0.21352:3.0
14,-0.43894773385700664,1.4211349487304688,-0.05752330645918846,0,1.641534686088562,0.09240525215864182,0.484133384336009,0.14729528427760824,0.05384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:14.0;1:1.65751:-0.37849:9.0;2:1.86871:0.21352:4.0
15,-0.44379998726687514,1.421763300895691,-0.05718914046883583,0,1.641534686088562,0.09240525215864182,0.4859371498736561,0.14729413316290602,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:15.0;1:1.65751:-0.37849:10.0;2:1.86871:0.21352:5.0
16,-0.4486254569825501,1.4224637746810913,-0.056800901889801025,0,1.641534686088562,0.09240525215864182,0.4877746665414073,0.14729307145517095,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:16.0;1:1.65751:-0.37849:11.0;2:1.86871:0.21352:6.0
17,-0.4534285192732085,1.4232372045516968,-0.05635563284158707,0,1.641534686088562,0.09240525215864182,0.48964683958480504,0.14729219973724117,0.06538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:17.0;1:1.65751:-0.37849:12.0;2:1.86871:0.21352:7.0
18,-0.45821519948394174,1.424084186553955,-0.05585063248872757,0,1.641534686088562,0.09240525215864182,0.4915544177871993,0.14729155153672913,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:18.0;1:1.65751:-0.37849:13.0;2:1.86871:0.21352:8.0
19,-0.46299185674725896,1.4250049591064453,-0.05528344586491585,0,1.641534686088562,0.09240525215864182,0.4934979822938768,0.14729110450189337,0.07307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,3,dense,0:1.64153:0.09241:19.0;1:1.65751:-0.37849:14.0;2:1.86871:0.21352:9.0
